"id","verbatim","rating","manual_label","label_confidence","issue_type","is_mixed","justification_courte"
"1547","Expérience mitigée. J’adore les produits, je donnerais bien 4-5 étoiles pour ça mais coté expérience client c’est pas top…
Déjà les délais de livraison indiqués ne sont jamais respectés. Ça peut poser pb si vous comptez dessus.
Ensuite les points fidélités ne sont pas crédités (j’en ai pour plusieurs centaines d’euros)
Et ensuite pour un soucis que j’ai eu le service client était incapable de faire quoi que ce soit, j’ai du coup pu utiliser le retour sous un an afin de me faire rembourser intégralement. (Un point positif)","3","Négatif","Moyenne","Livraison retardée","True","Avis négatif: problème dominant (livraison retardée) avec note 3/5."
"1548","Je suis très déçu que le rayon seconde vie et été supprimé dans le décathlon Annemasse
Avant je passais plus souvent dans le magasin pour voir s’il i avait de bonne opportunité","3","Négatif","Moyenne","Autre","False","Avis négatif: problème dominant (autre) avec note 3/5."
"1549","Apres une arnaque sur ma commande de Baskets Nike BQ9810 007 en exclusivité web d'une valeur près de 100 euro effectuée en ligne.
Commande passée le 8 février dernier avec un deuxième article de moindre valeur. Avec des obligations
de livraison à domicile.
Mail de communication pour le suivi et une Livraison le 16 02 2026 pour le colis des Baskets en question. 10 h25 un autre mail d'avertissement que la livraison a été effectuée le 16 06 2026 par fedex. Or, aucun colis n'est arrivé. Appelant le service clients décathlon pour les avertir de cette anomalie. Un deuxième envoi a été effectué via, cette fois-ci par USP avec une obligation de signature à la livraison.
Donc, tout est OK. Mais bon. Option Livraison à domicile obligatoire sous surveillance.
A bon entendeur.","3","Négatif","Moyenne","Livraison retardée","True","Avis négatif: problème dominant (livraison retardée) avec note 3/5."
"1550","Facture non fournie automatiquement - Pas d’envoi de la facture avec la commande par email et pas de facture telechargeable… besoin de perdre du temps pour la demander… on verra le délai d’envoi.","3","Neutre","Moyenne","Avis mitigé","False","Avis neutre: texte mitigé ou signal insuffisant, note 3/5."
"1551","Pantalon de marque Forclaz - Pantalon parfait jusqu’au jour où j’ai fait tomber un peu d’acide dessus. Le pantalon a pris feu, les matériaux doivent être chimiques. Sinon réception nickel accueil chaleureux les coutures c’est un peu fragile au bout de quelques mois.","3","Neutre","Moyenne","Avis mixte","True","Avis neutre: produit apprécié mais réserves sur sécurité/matériaux et solidité, note 3/5."
"1552","Pas de souci avec les produits de décathlon. Mais la livraison avec chronopost est une catastrophe! Les livreurs ne ce presente même pas au domicile et mettent en livraison dans un relais !! La livraison part chronopost est a fuir!!!","3","Négatif","Moyenne","Livraison retardée","True","Avis négatif: problème dominant (livraison retardée) avec note 3/5."
"1553","Avant j'apprécié pour leur offre sur le ping pong, à présent ils n'ont pas plus de bois et revetement que les autres","3","Neutre","Moyenne","Avis mitigé","False","Avis neutre: texte mitigé ou signal insuffisant, note 3/5."
"1554","Produit de qualité, reçu assez rapidement.","3","Neutre","Moyenne","Commentaire insuffisant","False","Avis neutre: texte mitigé ou signal insuffisant, note 3/5."
"1555","Le pb ne concerne ni l'agence (COLOMIERS en 31) ni le personnel mais du matériel vendu avec des causes que vous ne pouvez deviner.
Je suis un gros marcheur et fonctionne avec du haut de gamme dont SALOMON.
C'est sur cette marque que le pb s'est manifesté avec très rapidement voûte plantaire droite en feu - orteils(pouce et index) avec grosse douleur et certainement, douleur antalgique sur le genou gauche.
Par hasard, j'ai rencontré des collègues qui ont eu exactement le même pb avec la même marque. Il semblerait donc qu'il y ait pb lié à la chaussure elle même, un défaut de fabrication sur une série axé sur la partie gauche du côté droit.
Notez que j'ai du user une douzaine de paires SALOMON sans pb jusqu'ici. En gros 4000km de marche par paire.
Les vendeurs à COLOMIERS, m'ont conseillé et j'ai axé sur des chaussures de trek de marque MERRELL.
J'ai dépassé les cent km avec ces dernières et la douleur a pratiquement disparu (Voûte plantaire et orteils mais aussi genou gauche) même si par précaution, je fais faire une infiltration de SINOVIAL ONE sur le genou gauche.
Quel est votre avis de techniciens?","3","Neutre","Moyenne","Avis mixte","True","Avis neutre: texte mitigé ou signal insuffisant, note 3/5."
"1556","Service après vente peu réactif - La tente a été livrée avec un défaut non reconnu par le fournisseur Star Union de Décathlon, alors que nous avions pris la peine de transmettre plusieurs photos avec la mesure dimensionnelle du défaut ( écart de 10 cm entre le sol de tente et le terrain au niveau d'un angle) et une mesure de niveau pour montrer l'horizontalité du sol. Ce défaut pouvait occasionner un risque de chute en entrant ou en sortant de la tente. La réactivité de leur fournisseur Star Union a été très faible, il lui fallait entre 48 h et 72h pour répondre à chaque échange, alors qu'il aurait pu considérer qu'il y avait une urgence à régler le problème en période de vacances. Après deux semaines et 4 échanges avec Décathlon, nous avons opté pour le retour. En effet, si le fournisseur ne reconnait pas l'écart avec toutes les preuves apportées, c'est que le produit n'est pas parfaitement fabriqué et qu'un échange aurait conduit probablement à nous envoyer une nouvelle tente avec le même défaut.","3","Négatif","Haute","Service client","False","Avis négatif: défaut produit et SAV/fournisseur peu réactif, note 3/5."
"1557","Commande d'un vélo à 500 euros le 12 juillet, livraison prévue le 17 juillet.
Nous sommes le 24 juillet aucune nouvelle et au service client c'est limite si on nous raccroche pas au nez sans solutions.
Livré le 29 juillet je modifie donc mon avis","3","Négatif","Moyenne","Livraison retardée","False","Avis négatif: problème dominant (livraison retardée) avec note 3/5."
"1558","Après les prix ronds en euros comme du temps du franc, Décathlon redécouvre les cents....hélas, ils ne connaissent que le 99 cents....alors que l'euro se divise en 100 cents....mais il y a un léger progrès mais je préfère d'autres enseignes.....que je trouve moins chères...","3","Neutre","Moyenne","Avis mixte","True","Avis neutre: texte mitigé ou signal insuffisant, note 3/5."
"1559","Insatisfait - Livraison rapide, par contre matériel cassé à l'intérieur et pourtant très bien protégé donc le produit à obligatoirement été cassé avant conditionnement par contre il fonctionne mais Pas acceptable de la part d'une entreprise comme Decathlon. Client perdu.","3","Négatif","Moyenne","Livraison retardée","True","Avis négatif: problème dominant (livraison retardée) avec note 3/5."
"1560","Le vélo est très stable et parfait pour les débutants. Le montage a pris environ 1 heure avec l'aide des instructions en ligne. Seul bémol : les freins nécessitent un réglage minutieux après l'assemblage.","3","Positif","Moyenne","Avis mixte","True","Avis positif global malgré une nuance ou incident secondaire, note 3/5."
"1561","Manque de sérieux - Cela fait plusieurs fois que je passe des commandes chez Decathlon et à chaque fois il y a un problème. Cette fois, j'ai reçu un 1er mail me disant qu'il y avait une rupture sur 1 article et aujourd'hui 2ème mail pour me dire que ma commande aurait du retard car 1 article n'est pas prêt. Si il leur faut quinze jours pour faire une commande, il faut changer de métier. Dans le magasin sur Dreux, on en parle même pas, plus ça va et moins ils ont d'articles. Je suis très déçue et je trouve çà lamentable pour un grand nom de magasins.","3","Négatif","Haute","Livraison retardée","False","Avis négatif: problème dominant (livraison retardée) avec note 3/5."
"1562","Pas mal, pour les achats en magasin... Prix parfois plus attractifs que dans d'autres boutiques de sport pour une qualité similaire... Mais les livraisons.... Faut pas être pressé... La prochaine fois, je commande sur Temu, au moins je serais prête a poireauter ainsi... C'est loooooonnnggg!! Je regrette d'avoir commandé...","3","Neutre","Moyenne","Avis mixte","True","Avis neutre: texte mitigé ou signal insuffisant, note 3/5."
"1563","Très satisfaite - J’étais très déçue par un premier accueil à l’atelier des vélos. Puis Gautier, le responsable de ses services m’a donné une entière satisfaction. Il a été aimable et compressif et très efficace. Je recommande vivement.","4","Positif","Moyenne","Avis mixte","True","Avis positif global malgré une nuance ou incident secondaire, note 4/5."
"1564","Avis sur un trampoline grande dimension 4.07m rectangulaire avec renforts au bout de même pas trois d installation tout de déchire de partout le support ,le filet
Prix d achat plus de 500e quand même
Des photos peuvent être fournies
Très déçue 😞","4","Négatif","Haute","Retour/remboursement","False","Avis négatif: problème dominant (retour/remboursement) avec note 4/5."
"1565","Toujours satisfait par le net et en phisyque. Livraison ultra rapide . La qualité correspond au prix .","4","Positif","Haute","Livraison conforme","False","Avis positif: expérience globalement satisfaisante, note 4/5."
"1566","Problème de livraison resolu - Suite a une commande pour les fêtes. Chronopost m'a repousse la livraison chaque jour. Après un premier appel, pas de résultat. J'ai donc rappelé le service client et demande s'il etait possible d'annuler et d'aller chercher en magasin. Résultat la personne en ligne a fait la recherche de la disponibilité vennmgasin proche de chez moi. En 24 h le remboursement etait sur ma carte. ... le tout il est peut être important de ne pas agresser la personne en ligne qui ne fait que son travail. La courtoisie est de mise. Bonne fete","4","Positif","Moyenne","Avis mixte","True","Avis positif global malgré une nuance ou incident secondaire, note 4/5."
"1567","Service clients compétent et politique de retour intéressante - Cela fait maintenant plus de dix ans que j'achète des produits Decathlon pour diverses raisons :
- Des vélos pour toute la famille ;
- Des produits pour mes activités sportives (principalement la musculation).
- Des consommables tels que des chaussettes, des maillots de bain, des vestes, des chaussures, etc.

Ce que j'ai toujours apprécié, c'est la cordialité et la compétence des vendeurs en magasin. De plus, l'une des raisons pour lesquelles j'achète en toute sérénité est la politique de retour valable pendant un an.
J'ai utilisé ce service à quelques reprises, par exemple lorsqu'un produit (un vélo) était défectueux, ou lorsque j'ai acheté récemment un banc de musculation qui s'est finalement avéré trop encombrant dans ma chambre. J'ai pu effectuer le retour au bout de trois semaines sans aucun problème et j'ai reçu un remboursement sous forme de cartes-cadeaux valables deux ans (que j'ai bien sûr dépensées bien avant !).
Si je donne quatre étoiles et non cinq, c'est parce que je trouve que la politique de la carte de fidélité est un peu radine. Il faut vraiment dépenser beaucoup pour obtenir un bon de 5 ou 10 euros... Je pense que Decathlon a une marge de profit plus importante pour inciter ses clients à acheter davantage en récompensant les clients fidèles. Mais mon avis général reste très positif.","4","Positif","Moyenne","Avis mixte","True","Avis positif global malgré une nuance ou incident secondaire, note 4/5."
"1568","Je commande fréquemment des articles de pêche sur le site web de decathlon.fr qui est bien fourni, mais un peu brouillon. J’ai commandé récemment 2 articles qui étaient en rupture de stock. Je l’ai signalé au service client d’Auxerre qui a fait le maximum pour trouver ces articles dans d’autres agences. Finalement j’ai reçu le colis au bout de 17 jours. J’étais un peu déçu mais ils ont fait quand même tout pour me satisfaire. Alors merci à eux et surtout mettez vos stock à jour sur le Web.","4","Positif","Moyenne","Avis mixte","True","Avis positif global malgré une nuance ou incident secondaire, note 4/5."
"1569","Satisfait de la livraison","4","Positif","Haute","Livraison conforme","False","Avis positif: expérience globalement satisfaisante, note 4/5."
"1570","Avis produits rejeté - Sur le site de Décathlon si vous mettez la moindre critique sur un produit l avis sera rejeté !!!
Impossible de leur exprimer une légère insatisfaction ou juste un conseil encore une fois rejeté!!!
ou une remarque.
A quoi cela sert il alors???","4","Négatif","Haute","Site/commande","False","Avis négatif: problème dominant (site/commande) avec note 4/5."
"1572","BUG VELO E ACTIV 900 AVEC APPLI DECATHLON RIDE - J'ai reçu mon vélo E ACTIV 900 fin décembre. Suivant les conseils du vendeur, j'y ai tout de suite connecté l'application Decathlon ride en cochant en mode automatique. Une fois sur deux, le vélo restait bloqué en ""mode de conduite eco"", équivalent à une ""vitesse"" sur un vélo ordinaire (bonjour les montées...). J'ai appelé presque dix fois sans que personne ne comprenne ce qui se passe. Seule réponse : ""Ramenez le vélo au magasin"" - 54km aller retour avec le prêt d'une remorque... Un commentaire négatif a été fait sur le site Décathlon (et pas publié...). BREF, PERSONNE N'A COMPRIS LA ""PANNE"". Sûrement parce que le produit est trop récent. Pour tous ceux qui sont dans mon cas, c'est à dire ""abandonnés"" par Décathlon, voici comment résoudre ce bug : il suffit simplement de NE PAS METTRE L'APPLI SUR MODE AUTOMATIQUE, même si le vendeur vous le conseille. Maintenant, je peux profiter de ce vélo absolument génial !","4","Positif","Moyenne","Avis mixte","True","Avis positif global malgré une nuance ou incident secondaire, note 4/5."
"1573","Achat d'un tapis de course, je l'utilise depuis 3 semaines sans problème","4","Positif","Moyenne","Avis mixte","True","Avis positif global malgré une nuance ou incident secondaire, note 4/5."
"1574","Site et applications non liés ? - Toutes mes commandes sur le site ont été livrées dans les temps et sans soucis avec les produits.

Par contre, il est vraiment dommage que le site de décathlon.fr et l'application ne soit pas liés ! Quand on met en favoris sur l'appli, on ne le retrouve pas sur le site (malgré un compte client enregistré sur l'appli et le site évidemment). Quand on choisit de conserver un article pour plus tard sur le site, on ne le retrouve pas sur l'appli. Vraiment pas pratique à ce niveau là.

Pas pratique non plus de ne pas forcément voir aisément quand c'est un revendeur et pas décathlon. Ce n'est pas très intuitif globalement au niveau du site internet et de l'application, mais je n'ai rien à redire sur la qualité des articles reçus jusqu'à présent.","4","Positif","Moyenne","Avis mixte","True","Avis positif global malgré une nuance ou incident secondaire, note 4/5."
"1575","Après plusieures commandes en ligne je suis satisfait des produits. Le delai de livraison est respecté.
Paul Soudal (86)","4","Positif","Moyenne","Avis mixte","True","Avis positif global malgré une nuance ou incident secondaire, note 4/5."
"1576","Appel service client pour une commande en ligne - Je n'avais pas vu que des articles de ma commandes n'étaient plus disponibles et j'ai contacté le service client par téléphone quand j'ai vu que mon colis n'était donc pas complet.
Un samedi soir à 18h passées, je suis directement tombée, sans attente, sur une personne compétente, efficace et aimable qui a su répondre à mes questions et faire un geste commercial pour compenser le désagrément de la rupture de stock, en plus de m'offrir la livraison de ma prochaine commande en ligne.

J'ai enlevé une étoile car l'information quant aux produits manquants n'était pas claire, et la personne que j'ai eu en ligne ne pouvait pas me donner de délai quant au réassort des stocks, mais à part ça je suis très satisfaite de l'appel.","4","Positif","Moyenne","Avis mixte","True","Avis positif global malgré une nuance ou incident secondaire, note 4/5."
"1577","Je n’ai jamais eu de problème avec décathlon à chaque fois que j’avais un problème, il s’embête pas, ils reprennent ils nous font un bon d’achat et je trouve ça efficace et c’est pour ça que je continue à venir chez eux. Leur but s’attirent les clients au maximum qui peuvent et ça c’est cool. Continue comme ça.","5","Positif","Moyenne","Avis mixte","True","Avis positif global malgré une nuance ou incident secondaire, note 5/5."
"1578","Jamais de problèmes. - Je n'ai jamais eu de problème ni de retours à faire parfait.","5","Positif","Moyenne","Avis mixte","True","Avis positif global malgré une nuance ou incident secondaire, note 5/5."
"1579","Globalement satisfait des produits proposés par Décathlon. La plupart des produits ne valent pas ceux de marques dédiées (Sooruz pour le surf par exemple) mais présentent une qualité acceptable pour un prix abordable. Les vendeurs en magasin sont souvent agréables et de bon conseil et le click & collect fonctionne très bien. La livraison est passable mais le sujet vient plutôt des livreurs, je conseille d'aller directement en magasin si c'est possible.","5","Positif","Moyenne","Avis mixte","True","Avis positif global malgré une nuance ou incident secondaire, note 5/5."
"1580","Je suis allé faire réviser mon longtail Decathlon sur le magasin de Campus + un problème de visse qui était cassée dans le cadre

1 - Maintenant on peut réserver en ligne son intervention, c'est vraiment bien

2 - Le technicien a vraiment bien expliqué, et m'a annoncé une intervention sous 1 à 2 jours (la visse étant un problème compliqué)

3 - Révision des freins + changement des plaquettes + changement de la visse pour 56€ (bonus repar inclus), c'est vraiment pas cher

4 - J'ai récupéré mon vélo le soir même, ce qui était bien confort !

Bref, une équipe au top, et une intervention très bien réalisée. Merci l'atelier de Decathlon Campus","5","Positif","Moyenne","Avis mixte","True","Avis positif global malgré une nuance ou incident secondaire, note 5/5."
"1581","Jamais déçu que ce soit dans la choix et la qualité de produit. Et le service client très a l'écoute","5","Positif","Moyenne","Avis mixte","True","Avis positif global malgré une nuance ou incident secondaire, note 5/5."
"1582","Merci decathlon - Jamais déçu des produits des prix et des vendeurs, c’est important de le dire quand on est satisfait aussi !","5","Positif","Moyenne","Avis mixte","True","Avis positif global malgré une nuance ou incident secondaire, note 5/5."
"1583","Très bonne expérience pour la commande et le retrait de mon colis !","5","Positif","Haute","Livraison conforme","False","Avis positif: expérience globalement satisfaisante, note 5/5."
"1584","Un couple de 79 ans en camping en Nouvelle Zélande -Février 2026 - Tente Simond Forclaz MT 900 pour trek
Nous revenons d'un mois en Nouvelle Zélande avec notre tente. Nous avons subi des vents de 80/100 km/h voir plus puisque les ferry et avions ont été arrêtés pendant 2 jours avec avis de tempête. Nous pensions voir notre tente se déchirer ! Le bruit était infernal. C'était très impressionnant. Le temps était d'automne et pas d'été comme prévu. Le vent a été très présent pendant tout le séjour. Nous avions déjà subi un gros orage en nous sentant très bien abrité.
Elle est géniale. Habitabilité, légèreté, montage (mais revoir les fourreaux des tubes noirs, séchage rapide...)
Nous la recommandons à tous nos amis baroudeurs.
-Une petite critique sur les fourreaux des tubes noirs. Nous avons du mal à les insérer rapidement dans leurs encoches, dommage. C'est une tente que nous avons acheter la première année de sa sortie. Peut-être y avez-vous remédié depuis ?
- Hélas notre sac s'est envolé sans pouvoir le récupérer ! Est-ce possible d'en racheter un autre ?
Et nous comptons bien fêter nos 4x20 ans sur les chemins avec notre tente fétiche !","5","Positif","Moyenne","Avis mixte","True","Avis positif global malgré une nuance ou incident secondaire, note 5/5."
"1586","Très bien, on gagne des points en faisant du sport, 10 pts pour un avis par contre c'est pas terrible vu le temps que ça prend","5","Positif","Moyenne","Avis mixte","True","Avis positif global malgré une nuance ou incident secondaire, note 5/5."
"1587","Parfait - J'ai eu des problèmes avec un de leur partenaire lors de ma commande sur le site mais ils ont été très gentils et réactifs et se sont même excusés alors qu'ils n'y étaient pour rien.","5","Positif","Moyenne","Avis mixte","True","Avis positif global malgré une nuance ou incident secondaire, note 5/5."
"1588","Confirmé
06 mai 2026

En préparation
12 mai 2026

Expédié
19 mai 2026

Disponible en point relais
Livraison prévue le
26 mai 2026

Voici le délais extraordinaire pour livrer deux articles!","1","Négatif","Haute","Livraison retardée","False","Avis négatif: problème dominant (livraison retardée) avec note 1/5."
"1589","J’ai comender une canne à pêche sur le cite il y avait marqué livraison sou 48h sa fait 3 jours !!!!","2","Négatif","Haute","Livraison retardée","False","Avis négatif: problème dominant (livraison retardée) avec note 2/5."
"1590","A propos du sav/service tech: inutile de leur demander par eMail une info technique...idem en magasin à l'atelier Cycle... C'est des commerçants avant tout ,j'te vends 1 produit, puis démerde toi pour les pièces détachées qque années + tard","1","Négatif","Haute","Service client","False","Avis négatif: problème dominant (service client) avec note 1/5."
"1591","Le sav est une catastrophe, j ai un problème avec mon compteur gps et personne pour régler mon problème.
Mon avis a même été refusé sur l application décathlon.
J ai multiplié les appels et j ai été ballade de services en services.","2","Négatif","Moyenne","Service client","True","Avis négatif: problème dominant (service client) avec note 2/5."
"1592","C'est plus ce que c'était . Il y a beaucoup moins de choix, rayon pêche par exemple pas grand choix. Il n'y a pas photo, quoique vous en pensiez. ( Je ne suis pas le seul a l'avoir constaté)","2","Négatif","Haute","Retour/remboursement","False","Avis négatif: problème dominant (retour/remboursement) avec note 2/5."
"1593","matériel incomplet, Connexion au site impossible. - Commande arrivée dans un carton défoncé. Pièces manquante sur le kit demande.
Difficultés pour se connecter sur le site a cause de l'outil de sécurité sensé envoyé un code d'authentification, donc réclamation impossible.","1","Négatif","Haute","Service client","False","Avis négatif: problème dominant (service client) avec note 1/5."
"1594","SAV Intersport catastrophique – produit perdu, aucune solution - Chaussures ASICS achetées sur le site Intersport, défaut après usage très léger. J’ai suivi exactement leur procédure de retour… pour qu’on m’explique ensuite que c’était “incorrect”.
Résultat : remboursement refusé sans explication, produit censé être renvoyé mais disparu depuis le 4 mai.
Malgré de multiples relances : aucune réponse sérieuse, aucun suivi, aucune solution.
👉 Aujourd’hui : plus de chaussures, pas de remboursement, dossier bloqué.
Service client totalement incompétent, désorganisé et irrespectueux. On vous balade sans jamais résoudre le problème.
Franchement inadmissible pour une enseigne de cette taille.","1","Négatif","Moyenne","Retour/remboursement","True","Avis négatif: problème dominant (retour/remboursement) avec note 1/5."
"1595","Inadmissible - Le produit était conforme mais dans un emballage déchiré et le produit hors de sa boîte a la réception","1","Négatif","Moyenne","Produit non conforme","True","Avis négatif: problème dominant (produit non conforme) avec note 1/5."
"1596","Maillots abîmés par l'antivol - Après avoir tenté d'acheter un maillot en magasin, celui-ci était troué par l'antivol. Nous avons donc acheté via internet. Malgré une expédition rapide, Nous constatons à la réception que le problème est le même. Le maillot est simplement pris en rayon et après le retrait de l'antivol, il nous a été envoyé. Il est inadmissible qu'un maillot à ce prix présente un tel défaut causé par le magasin lui même.
Je suis extrêmement déçu par l'enseigne, je pense qu'il s'agit de mon dernier achat chez eux.","1","Négatif","Moyenne","Livraison retardée","True","Avis négatif: problème dominant (livraison retardée) avec note 1/5."
"1597","Délais non respecté les date change à chaque fois n’importe quoi mieux d’ aller sur place si le produit y es","1","Négatif","Haute","Autre","False","Avis négatif: problème dominant (autre) avec note 1/5."
"1598","Le responsable qui ne s'est pas déplacé a refusé de me faire le même prix de mes t-shirts en magasin qu'au prix normal en ligne vendu aussi par Intersport. (Prix qui n'est pas une promotion en ligne). J'ai du faire un click and collect. Et perdre un aller retour supplémentaire.Qu'est ce que c'est idiot et pas commerçant du tout !! Une personne du magasin au téléphone (après 2h30 d'attente) m'a dit qu'il fallait passer demain pour le click and collect... Eh bien... Non en fait ! Je lui ai demandé des explications ... Mais rien. J'ai raconté la même chose ici que sur Google et comme par hasard... SMS reçu 2 min après : ""votre commande est prête"". Et j'ai la carte de fidélité et j'aime bien l'enseigne. Mais là non. Commentaire posté sur Google. C'est normal de le signaler.","1","Négatif","Moyenne","Retour/remboursement","True","Avis négatif: problème dominant (retour/remboursement) avec note 1/5."
"1599","Première commande chez Intersport et très probablement la dernière. J’ai payé une livraison à domicile, mais Colissimo n’a jamais réellement livré le colis malgré deux prétendues tentatives. Aucune solution satisfaisante proposée et obligation de se déplacer en point relais alors que ce n’était pas le service payé. Le colis repartira donc à l’expéditeur. Très déçu de cette expérience et du manque de suivi concernant la qualité du transporteur utilisé.","2","Négatif","Moyenne","Livraison retardée","True","Avis négatif: problème dominant (livraison retardée) avec note 2/5."
"1600","Commande effectué avec un bon d'achat de 20 euros mais commande incomplète et non remboursé.
De plus , 1 article n'était pas de la bonne couleur... déçu","2","Négatif","Moyenne","Retour/remboursement","True","Avis négatif: problème dominant (retour/remboursement) avec note 2/5."
"1601","L'emballage des baskets est très très mauvais car il n'existe pas.
Aucune protection des baskets en plus en daim.
Pas de papier de soin de protection, ni à l'intérieur de la basket
Les baskets sont justes déposés dans leur boîte.
Dommage !!!
Car la rapidite est très bonne et ma basket est belle, sinon j'aurais mis 1 étoile.","2","Négatif","Moyenne","Autre","True","Avis négatif: problème dominant (autre) avec note 2/5."
"1602","Une commande disponible en magasin mais qui en drive fait finalement 500 kms de transit.
Peut mieux faire non ?","2","Négatif","Moyenne","Site/commande","True","Avis négatif: problème dominant (site/commande) avec note 2/5."
"1603","poche cadeau payante chez intersport. - Allant chez intersport hier,j achète pour près de 60 € d articles pour 1 article je demande un paquet cadeau, on me présente une petite poche facturée 25 c j ai la carte ,je suis cliente,mais je trouve le principe honteux, la prochaine fois j irai chez sport 2000. Il ne faut pas s étonner si ces magasins se vident petit à petit. Pourr les autres articles on repart en les tenant au bout des doigts....","2","Négatif","Moyenne","Retour/remboursement","True","Avis négatif: problème dominant (retour/remboursement) avec note 2/5."
"1604","Nous sommes passée en caisse avec…TMAEVA - Nous sommes passée en caisse avec TMaeva a 17h35:41
Accueil désagréable très froide comme ci elle n’avait pas envie de travailler mon coin joint lui demande gentille ment si les sac sont payant elle le lui a répondu que Non mais qu’il ne proposait pas de sac vraiment très froide je suis vraiment déçu parce que j’adore ce magasin et jamais eu de soucis","2","Négatif","Moyenne","Autre","True","Avis négatif: problème dominant (autre) avec note 2/5."
"1605","Erreur sur la commande. Commande en 3 paquets donc heureusement que j’ai vérifié et obligée de repayer plus cher l’article qui n’était pas à la bonne taille car du coup je n’en commandais plus qu’un au lieu de 3 initialement","2","Négatif","Moyenne","Site/commande","True","Avis négatif: problème dominant (site/commande) avec note 2/5."
"1606","Le délai de livraison donné n'a pas été respecté.
Ne donnez pas de date ni heure de récupération si vous ne pouvez pas le respecter","2","Négatif","Moyenne","Livraison retardée","True","Avis négatif: problème dominant (livraison retardée) avec note 2/5."
"1607","0 nouvelle après 1 semaine de commande
Habituellement c'est rapide
Cette fois ci très déçue dommage","2","Négatif","Moyenne","Site/commande","True","Avis négatif: problème dominant (site/commande) avec note 2/5."
"1608","Délai livraison non respecté - Vacances obligent, malgré une livraison annoncée dans les temps - délai sur commande non respecté","2","Négatif","Moyenne","Livraison retardée","True","Avis négatif: problème dominant (livraison retardée) avec note 2/5."
"1609","La qualité des boxers est très bien.
Néamoins je ne suis pas satisfaite concernant la livraison.
J'ai passé une commande de 4 boxers de bains le 12 mai.
J'ai reçu 1 boxer assez rapidement. Puis 2 autres le 21 mai (aujourd'hui).
J'attends le 4ème boxer ??? Mais pas de réponse à mon mail ou/et date approximative de livraison.","3","Neutre","Moyenne","Avis mixte","True","Avis neutre: texte mitigé ou signal insuffisant, note 3/5."
"1610","L’attente au niveau du retrait commande si on commande sur le site c’est justement pour pas faire la queue. Dans le magasin il n’y a personne pour nous renseigner je cherchais une taille mais personne à l’horizon et quand on fini par en croiser un à l’autre bout du magasin ni bonjour ni rien.De plus les réductions fidélité la semaine d’avant j’avais le droit à 5€ et quand je suis revenue ils étaient expirés vous croyez qu’à la caisse on vous le signale évidemment que non.","3","Négatif","Moyenne","Livraison retardée","True","Avis négatif: problème dominant (livraison retardée) avec note 3/5."
"1611","Le prix indiqué était plus élevé que le prix en magasin. Heureusement la vendeuse m'a fait un avoir.","3","Neutre","Moyenne","Avis mixte","True","Avis neutre: texte mitigé ou signal insuffisant, note 3/5."
"1612","Beaucoup d'attente et délais non respecté - Lorsque tu valides ta commande, le Délais de retrait est indiqué à 2h et à chaque fois il est dispo en fait pas avant 24h. Beaucoup d'attente en magasin pour le retrait.","3","Neutre","Moyenne","Avis mixte","True","Avis neutre: texte mitigé ou signal insuffisant, note 3/5."
"1613","Soigner l’emballage des produits enveloppe déchiré et produit visible le point relais était d’accord avec moi","3","Négatif","Moyenne","Produit non conforme","False","Avis négatif: problème dominant (produit non conforme) avec note 3/5."
"1614","Envoyer un produit conforme et en bon état","3","Négatif","Moyenne","Produit non conforme","False","Avis négatif: demande explicite de recevoir un produit conforme et en bon état, note 3/5."
"1615","Il serait bien de faire attention aux emballages qu'ils ne soient pas déchirés, et surtout une araignée en est sortie lors de l'ouverture du colis. La première fois que cela m'arrive depuis que je fais des achats chez vous.","3","Neutre","Moyenne","Avis mitigé","False","Avis neutre: texte mitigé ou signal insuffisant, note 3/5."
"1616","Mon avis - Déçue de pas pouvoir faire renvoyer mon produit","3","Négatif","Moyenne","Autre","False","Avis négatif: problème dominant (autre) avec note 3/5."
"1617","J’ai reçu le cartable avec un antivol, donc j’ai été obligée de me déplacer au magasin pour le faire enlever.","3","Neutre","Moyenne","Avis mitigé","False","Avis neutre: texte mitigé ou signal insuffisant, note 3/5."
"1618","Le site est complet. Le choix varié. Les stocks ne sont pas à jour. Régulièrement, les commandes ne sont pas complètes. Il est plus facile d'aller en magasin pour éviter les mauvaises surprises et commande incomplète","3","Neutre","Moyenne","Avis mitigé","False","Avis neutre: texte mitigé ou signal insuffisant, note 3/5."
"1619","mon expérience est la suivante. Je commande des bermudas à ma taille ( 42 ) mais il semble que cela taille un peu grand. Impossible de renvoyer le paquet. Je dois l'amener dans un magasin pour être rembourser et recommander l'article en taille 40 ... Très pratique ! alors qu'il suffirait d'échanger les articles par voix postale et le problème serait réglé sans avoir à faire autant de démarches","3","Négatif","Moyenne","Retour/remboursement","True","Avis négatif: retour impossible par voie postale et démarche trop contraignante, note 3/5."
"1620","Erreur de couleur - En commandant sur le site, j’ai reçu mon sous-vêtement d’une couleur différente de celle que j’ai commandé","3","Négatif","Moyenne","Produit non conforme","False","Avis négatif: produit reçu dans une couleur différente de celle commandée, note 3/5."
